                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.15797,                0.18398,                0.93811,                 0.9998,                 0.9977,                  0.995,                0.98196,                0.23831,                0.30781,                0.39375,              0.0004754,              0.0004754,              0.0004754
                    157,                0.16898,                 0.2037,                0.95524,                0.99985,                      1,                  0.995,                0.98609,                0.21839,                0.30209,                  0.381,              0.0004655,              0.0004655,              0.0004655
                    158,                0.16414,                 0.1918,                0.94647,                      1,                0.99995,                  0.995,                0.98493,                0.22594,                 0.2982,                0.38887,              0.0004556,              0.0004556,              0.0004556
                    159,                0.15902,                0.17877,                0.93474,                      1,                0.99837,                  0.995,                0.98533,                0.22205,                0.32667,                0.37965,              0.0004457,              0.0004457,              0.0004457
                    160,                0.16231,                0.18188,                0.93935,                0.99641,                      1,                0.99495,                 0.9866,                0.21889,                0.34521,                0.36884,              0.0004358,              0.0004358,              0.0004358
                    161,                0.16511,                0.19345,                0.94555,                0.99877,                0.99885,                0.99495,                0.98748,                0.21019,                0.30675,                0.35522,              0.0004259,              0.0004259,              0.0004259
                    162,                0.15712,                 0.1816,                0.93815,                0.99964,                0.99885,                  0.995,                0.98498,                0.23856,                0.36999,                0.39418,               0.000416,               0.000416,               0.000416
                    163,                 0.1586,                0.17617,                0.94342,                0.99992,                      1,                  0.995,                0.98713,                0.22155,                0.32517,                0.37306,              0.0004061,              0.0004061,              0.0004061
                    164,                0.16151,                0.18462,                0.94873,                0.99868,                      1,                  0.995,                0.98682,                0.22058,                0.34657,                0.37207,              0.0003962,              0.0003962,              0.0003962
                    165,                0.15597,                0.17883,                0.94248,                 0.9986,                      1,                  0.995,                0.98593,                 0.2307,                0.34895,                0.38234,              0.0003863,              0.0003863,              0.0003863
                    166,                0.16074,                0.18562,                0.93593,                0.99943,                      1,                  0.995,                0.98725,                0.22536,                 0.3588,                0.37648,              0.0003764,              0.0003764,              0.0003764
                    167,                 0.1567,                0.18083,                0.94305,                 0.9987,                0.99885,                  0.995,                0.98724,                0.23719,                0.37011,                0.38612,              0.0003665,              0.0003665,              0.0003665
                    168,                0.14914,                0.17816,                0.94195,                0.99998,                      1,                  0.995,                0.98871,                0.22192,                 0.3666,                0.37442,              0.0003566,              0.0003566,              0.0003566
                    169,                0.16775,                0.18832,                0.94786,                0.99995,                      1,                  0.995,                0.98619,                0.21834,                0.30695,                0.36898,              0.0003467,              0.0003467,              0.0003467
                    170,                0.15061,                 0.1727,                0.93667,                 0.9977,                0.99892,                0.99498,                0.98756,                0.22068,                0.31264,                 0.3729,              0.0003368,              0.0003368,              0.0003368
                    171,                0.14438,                0.17204,                 0.9351,                0.99959,                0.99885,                  0.995,                0.98592,                0.21294,                0.30866,                0.36241,              0.0003269,              0.0003269,              0.0003269
                    172,                 0.1548,                0.17758,                0.93589,                0.99885,                0.99937,                0.99494,                0.98729,                0.21542,                0.29329,                0.36769,               0.000317,               0.000317,               0.000317
                    173,                0.14868,                0.17265,                0.93831,                0.99885,                0.99998,                0.99497,                0.98694,                0.21357,                0.28921,                0.36875,              0.0003071,              0.0003071,              0.0003071
                    174,                0.15586,                0.16927,                0.94555,                0.99858,                0.99885,                  0.995,                 0.9868,                0.21333,                 0.3039,                0.35945,              0.0002972,              0.0002972,              0.0002972
                    175,                0.14645,                0.17607,                0.93267,                0.99869,                      1,                  0.995,                 0.9865,                 0.2096,                0.28233,                0.35979,              0.0002873,              0.0002873,              0.0002873
                    176,                0.15599,                0.18556,                 0.9386,                0.99878,                      1,                0.99498,                0.98807,                  0.196,                0.28223,                0.34468,              0.0002774,              0.0002774,              0.0002774
                    177,                0.14894,                0.17789,                0.92842,                0.99885,                0.99981,                0.99499,                0.98876,                0.20601,                0.29235,                 0.3551,              0.0002675,              0.0002675,              0.0002675
                    178,                 0.1514,                0.17414,                0.94263,                0.99876,                      1,                0.99497,                0.98786,                0.21606,                0.32479,                 0.3663,              0.0002576,              0.0002576,              0.0002576
                    179,                0.14245,                0.16748,                0.93608,                0.99751,                      1,                  0.995,                0.98701,                0.20657,                0.32725,                0.34938,              0.0002477,              0.0002477,              0.0002477
                    180,                0.14439,                 0.1679,                0.94243,                      1,                0.99998,                  0.995,                0.98763,                0.20981,                0.32639,                0.35387,              0.0002378,              0.0002378,              0.0002378
                    181,                0.14107,                0.16184,                0.93374,                0.99989,                      1,                  0.995,                0.98677,                0.21099,                0.33015,                   0.36,              0.0002279,              0.0002279,              0.0002279
                    182,                0.14668,                0.17341,                0.94408,                      1,                0.99949,                  0.995,                 0.9868,                0.22433,                0.31156,                0.37296,               0.000218,               0.000218,               0.000218
                    183,                0.14393,                 0.1704,                0.93161,                0.99881,                      1,                  0.995,                0.98891,                 0.2365,                0.29338,                0.39143,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.1397,                0.16416,                 0.9313,                      1,                0.99861,                  0.995,                0.98813,                0.22353,                0.27734,                0.38065,              0.0001982,              0.0001982,              0.0001982
                    185,                 0.1478,                0.17145,                0.93658,                0.99866,                      1,                  0.995,                0.98647,                0.23314,                0.27258,                0.38915,              0.0001883,              0.0001883,              0.0001883
                    186,                0.14561,                0.16385,                0.93101,                0.99988,                      1,                  0.995,                0.98908,                0.22202,                0.25004,                0.37584,              0.0001784,              0.0001784,              0.0001784
                    187,                0.13903,                 0.1584,                0.94017,                 0.9999,                      1,                  0.995,                0.99039,                0.21861,                0.25401,                 0.3706,              0.0001685,              0.0001685,              0.0001685
                    188,                0.14479,                0.16749,                0.93798,                      1,                0.99987,                  0.995,                0.98834,                 0.2281,                0.25132,                0.38389,              0.0001586,              0.0001586,              0.0001586
                    189,                0.14127,                0.16328,                0.93515,                 0.9987,                      1,                  0.995,                0.98847,                0.22668,                0.26355,                0.38289,              0.0001487,              0.0001487,              0.0001487
                    190,                0.14039,                0.16065,                0.93306,                      1,                 0.9996,                  0.995,                0.98919,                0.21086,                0.24604,                0.36437,              0.0001388,              0.0001388,              0.0001388
                    191,                0.13561,                0.26295,                0.94593,                0.99202,                0.99998,                0.99486,                0.98193,                0.20458,                0.30942,                0.34619,              0.0001289,              0.0001289,              0.0001289
                    192,                0.11111,                0.10597,                 0.9542,                0.99301,                 0.9977,                0.99479,                0.98389,                  0.195,                 0.2833,                0.33583,               0.000119,               0.000119,               0.000119
                    193,                0.10692,                0.10094,                0.92582,                0.99956,                      1,                  0.995,                0.98595,                0.18356,                0.30515,                 0.3196,              0.0001091,              0.0001091,              0.0001091
                    194,                0.10662,                0.09833,                0.93489,                0.99989,                      1,                  0.995,                0.98616,                0.18732,                0.27369,                0.32748,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.10609,                 0.0973,                0.94379,                0.99999,                      1,                  0.995,                0.98667,                0.19392,                 0.2689,                0.34012,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.10044,                0.08877,                0.94353,                      1,                0.99982,                  0.995,                0.98712,                0.18729,                0.28131,                 0.3295,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                  0.092,                0.08438,                0.93455,                0.99882,                      1,                  0.995,                0.98778,                0.18196,                0.30451,                0.32245,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.09445,                0.08368,                0.93162,                0.99876,                      1,                  0.995,                0.98854,                0.17751,                0.31421,                0.31716,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.09326,                 0.0827,                0.93429,                      1,                0.99994,                  0.995,                 0.9875,                0.18182,                0.29709,                0.32261,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.09414,                 0.0843,                0.92906,                0.99997,                      1,                  0.995,                0.98731,                0.18331,                0.29155,                0.32694,               3.98e-05,               3.98e-05,               3.98e-05
